034.0   http://hl7.org/fhir/sid/icd-9-cm
038.0   http://hl7.org/fhir/sid/icd-9-cm
038.12  http://hl7.org/fhir/sid/icd-9-cm
M10.09  http://hl7.org/fhir/sid/icd-10-cm
M10.9   http://hl7.org/fhir/sid/icd-10-cm
M11.20  http://hl7.org/fhir/sid/icd-10-cm
